"label","genus","species","order","family","sociality","haplodiploidy","HD.arrhenotoky","HD.all","Eusocial","Eusocial.strict","Eus.strict.koos.gawne"
"Bactrocera_biguttula","Bactrocera","biguttula","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eupeodes_americanus","Eupeodes","americanus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sympycnus_CNVUA66414_KR620243","Sympycnus","CNVUA66414_KR620243","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Empidinae_CNEID29712_KR426695","Empidinae","CNEID29712_KR426695","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Megaselia_SSKNA234915_MG106026","Megaselia","SSKNA234915_MG106026","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhipidocephala_sp","Rhipidocephala","sp","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Scleropogon_sp_USNM_ENT_00914499_KT733470","Scleropogon","sp_USNM_ENT_00914499_KT733470","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neorhaphiomidas_sp","Neorhaphiomidas","sp","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cyrtopogon_lutatius","Cyrtopogon","lutatius","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bombyliidae_BBDIT45111_BD00731695","Bombyliidae","BBDIT45111_BD00731695","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Therevidae_CNPPB202612_KJ089864","Therevidae","CNPPB202612_KJ089864","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sargus_cuprarius","Sargus","cuprarius","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hermetia_albitarsis","Hermetia","albitarsis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Xylomyidae_ASDIP33215_BD00715739","Xylomyidae","ASDIP33215_BD00715739","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Corononcodes_sp_CK_2014_HG973062","Corononcodes","sp_CK_2014_HG973062","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paracyrtus_albofimbriatus","Paracyrtus","albofimbriatus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Acrocera_subfasciata","Acrocera","subfasciata","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nemestrinus_aegyptiacus","Nemestrinus","aegyptiacus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Actina_chalybea","Actina","chalybea","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chrysops_striatus","Chrysops","striatus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Leptosciarella_CNBRE10414_KR242724","Leptosciarella","CNBRE10414_KR242724","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sciaridae_GMHGC21713_BD00588288","Sciaridae","GMHGC21713_BD00588288","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sciaridae_BBDIV77112_BD00376113","Sciaridae","BBDIV77112_BD00376113","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sciaridae_sp_BOLD_ACL3733_KP041031","Sciaridae","sp_BOLD_ACL3733_KP041031","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sciaridae_CNBPK22413_BD00931486","Sciaridae","CNBPK22413_BD00931486","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrocera_pusilla","Macrocera","pusilla","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Keroplatidae_GMATB62215_BD00238741","Keroplatidae","GMATB62215_BD00238741","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrodiplosis_sp_WK_2013a_AB859262","Macrodiplosis","sp_WK_2013a_AB859262","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Asphondylia_apicata","Asphondylia","apicata","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Procontarinia_matteiana","Procontarinia","matteiana","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhopalomyia_sp_BOLD_2016_KR954060","Rhopalomyia","sp_BOLD_2016_KR954060","Diptera","","solitary","paternal genome elimination","DD","HD","solitary","solitary","solitary"
"Cramptonomyia_spenceri","Cramptonomyia","spenceri","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Prionocera_dimidiata","Prionocera","dimidiata","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ormosia_loxia","Ormosia","loxia","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Erioptera_divisa","Erioptera","divisa","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Atarba_picticornis","Atarba","picticornis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phlebotomus_kandelakii","Phlebotomus","kandelakii","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tanyderus_sp_prob_pictus_DES_2014_KM081614","Tanyderus","sp_prob_pictus_DES_2014_KM081614","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trichocera_regelationis","Trichocera","regelationis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bittacomorphella_fenderiana","Bittacomorphella","fenderiana","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dasyhelea_CNTID326415_MF708486","Dasyhelea","CNTID326415_MF708486","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMBZM51716_BD00766238","Ceratopogonidae","GMBZM51716_BD00766238","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Brachypogon_CNVUB93714_KR621262","Brachypogon","CNVUB93714_KR621262","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_BBDIV30812_BD00116837","Ceratopogonidae","BBDIV30812_BD00116837","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Culicoides_nivosus","Culicoides","nivosus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_sp_BOLD_ACV5978_KT606654","Ceratopogonidae","sp_BOLD_ACV5978_KT606654","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMATV129216_BD001136519","Ceratopogonidae","GMATV129216_BD001136519","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_DPAS62111_BD00820755","Ceratopogonidae","DPAS62111_BD00820755","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMMCT29315_BD001155488","Ceratopogonidae","GMMCT29315_BD001155488","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Forcipomyia_CNTGF293615_KR624348","Forcipomyia","CNTGF293615_KR624348","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Forcipomyia_ACF3562_BD00903507","Forcipomyia","ACF3562_BD00903507","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMBZM39816_BD001059606","Ceratopogonidae","GMBZM39816_BD001059606","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMHJK10615_BD0088351","Ceratopogonidae","GMHJK10615_BD0088351","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_DPAST116111_BD00229316","Ceratopogonidae","DPAST116111_BD00229316","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Atrichopogon_ACE0463_BD00859585","Atrichopogon","ACE0463_BD00859585","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Forcipomyia_GMCVB25116_MG172685","Forcipomyia","GMCVB25116_MG172685","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_CNFNR120714_MG474732","Ceratopogonidae","CNFNR120714_MG474732","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratopogonidae_GMHLH13715_BD00629541","Ceratopogonidae","GMHLH13715_BD00629541","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Allohelea_8CU_KT278182","Allohelea","8CU_KT278182","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Forcipomyia_CW2011_HQ824521","Forcipomyia","CW2011_HQ824521","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Polypedilum_GMDAP117313_KR635067","Polypedilum","GMDAP117313_KR635067","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chironomus_GMMBI84516_BD00195577","Chironomus","GMMBI84516_BD00195577","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chironomus_SSPAA18013_KM908494","Chironomus","SSPAA18013_KM908494","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chironomus_10_BD00574990","Chironomus","10_BD00574990","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aedes_vexans","Aedes","vexans","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aedes_impiger","Aedes","impiger","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ochlerotatus_rusticus","Ochlerotatus","rusticus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coquillettidia_perturbans","Coquillettidia","perturbans","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_eiseni","Anopheles","eiseni","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_minimus","Anopheles","minimus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_albimanus","Anopheles","albimanus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_rondoni","Anopheles","rondoni","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bironella_gracilis","Bironella","gracilis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_arabiensis","Anopheles","arabiensis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_acanthotorynus","Anopheles","acanthotorynus","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_gambiae","Anopheles","gambiae","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_moghulensis","Anopheles","moghulensis","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_bellator","Anopheles","bellator","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_kompi","Anopheles","kompi","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anopheles_longirostrisC1NWB2009_GU247068","Anopheles","longirostrisC1NWB2009_GU247068","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Austrosimulium_australense","Austrosimulium","australense","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Parochlus_steinenii","Parochlus","steinenii","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dixidae_sp_BOLD_ACN5778_KR396432","Dixidae","sp_BOLD_ACN5778_KR396432","Diptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neopanorpa_angustipennis","Neopanorpa","angustipennis","Mecoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bittacidae_TTSOW66912_BD00344248","Bittacidae","TTSOW66912_BD00344248","Mecoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bittacus_femoralis","Bittacus","femoralis","Mecoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Boreus_elegans","Boreus","elegans","Mecoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paracles_bilinea","Paracles","bilinea","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Epermenia_devotella","Epermenia","devotella","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Antaeotricha_BioLep716_HQ936743","Antaeotricha","BioLep716_HQ936743","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Culama_ANIC3_HQ951868","Culama","ANIC3_HQ951868","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Morova_subfasciata","Morova","subfasciata","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coenonympha_semenovi","Coenonympha","semenovi","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Libythea_lepita","Libythea","lepita","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Leptidea_lactea","Leptidea","lactea","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sarota_myrtea","Sarota","myrtea","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Celaenorrhinus_mediostictus","Celaenorrhinus","mediostictus","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Luehdorfia_chinensis","Luehdorfia","chinensis","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Crombrugghia_buvati","Crombrugghia","buvati","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Synanthedon_richardsi","Synanthedon","richardsi","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tortyra_Janzen12_HM884440","Tortyra","Janzen12_HM884440","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Wockia_mexicana","Wockia","mexicana","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paramorpha_semotheta","Paramorpha","semotheta","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Adoxophyes_tripselia","Adoxophyes","tripselia","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Harrisina_metallica","Harrisina","metallica","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cameraria_betulivora","Cameraria","betulivora","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Prays_ruficeps","Prays","ruficeps","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tineidae_GMBZD04816_BD00559231","Tineidae","GMBZD04816_BD00559231","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dryadaula_heindeli","Dryadaula","heindeli","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Leucomele_miriamella","Leucomele","miriamella","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nemapogon_inconditella","Nemapogon","inconditella","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dahlica_fennicella","Dahlica","fennicella","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lepidoscia_ANIC20_HQ948416","Lepidoscia","ANIC20_HQ948416","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psychidae_sp_BOLD_AAH6319_HM892532","Psychidae","sp_BOLD_AAH6319_HM892532","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Fomoria_CallicarpaJapan_BD00120445","Fomoria","CallicarpaJapan_BD00120445","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pseudopostega_sp_BOLD_2016_KT129321","Pseudopostega","sp_BOLD_2016_KT129321","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hesperolyra_diskusi","Hesperolyra","diskusi","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tischeriidae_LPOKE42111_BD001172291","Tischeriidae","LPOKE42111_BD001172291","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stigmella_stelviana","Stigmella","stelviana","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coptotriche_zelleriella","Coptotriche","zelleriella","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Endoclita_signifer","Endoclita","signifer","Lepidoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trichosetodes_A_HM400265","Trichosetodes","A_HM400265","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Leptorussa_darlingtoni","Leptorussa","darlingtoni","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Notalina_sp_JOS255_KX292046","Notalina","sp_JOS255_KX292046","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phylloicus_elektoros","Phylloicus","elektoros","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Molanna_oglamar","Molanna","oglamar","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tasimia_drepana","Tasimia","drepana","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Alloecella_sp_MS1108_KX142593","Alloecella","sp_MS1108_KX142593","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Confluens_olingoides","Confluens","olingoides","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Beraeamyia_hrabei","Beraeamyia","hrabei","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Helicopsyche_clara","Helicopsyche","clara","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Helicopsyche_palpalis","Helicopsyche","palpalis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Gumaga_orientalis","Gumaga","orientalis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psilotreta_rossi","Psilotreta","rossi","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Namamyia_plutonis","Namamyia","plutonis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mystacopsyche_longipilosa","Mystacopsyche","longipilosa","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Oecetis_TRAIA16616_BD00107197","Oecetis","TRAIA16616_BD00107197","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Marilia_sp_SADR02_KX291119","Marilia","sp_SADR02_KX291119","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lepidostomatidae_GMRSA490814_KX142679","Lepidostomatidae","GMRSA490814_KX142679","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Crunoecia_irrorata","Crunoecia","irrorata","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Theliopsyche_grisea","Theliopsyche","grisea","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Micrasema_moestum","Micrasema","moestum","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eobrachycentrus_vernalis","Eobrachycentrus","vernalis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Banksiola_crotchi","Banksiola","crotchi","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Brachycentridae_CFWPA12711_BD00971664","Brachycentridae","CFWPA12711_BD00971664","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Limnephilus_perpusillus","Limnephilus","perpusillus","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Limnephilus_correptus","Limnephilus","correptus","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Limnephilus_sp_DERcc081_KX295537","Limnephilus","sp_DERcc081_KX295537","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anabolia_nervosa","Anabolia","nervosa","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_battos","Hydropsyche","battos","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_nsp","Hydropsyche","nsp","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_instabilis","Hydropsyche","instabilis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_XZCN1_KX103073","Hydropsyche","XZCN1_KX103073","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_peta","Hydropsyche","peta","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_schefterae","Hydropsyche","schefterae","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydropsyche_sp_BOLD_ACC8104_KR147845","Hydropsyche","sp_BOLD_ACC8104_KR147845","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydromanicus_XZCN1_KX104769","Hydromanicus","XZCN1_KX104769","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydromanicus_adonis","Hydromanicus","adonis","Trichoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Longitarsus_brunneus","Longitarsus","brunneus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Plagiodera_versicolora","Plagiodera","versicolora","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bruchidius_dichrostachydis","Bruchidius","dichrostachydis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Plateumaris_fulvipes","Plateumaris","fulvipes","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Timarcha_coarcticollis","Timarcha","coarcticollis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cryptophagidae_SSEIA291013_BD00252829","Cryptophagidae","SSEIA291013_BD00252829","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pocadius_wappesi","Pocadius","wappesi","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Brachypterolus_linariae","Brachypterolus","linariae","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Batocera_rubus","Batocera","rubus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Callidiellum_rufipenne","Callidiellum","rufipenne","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhagium_inquisitor","Rhagium","inquisitor","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Erotylidae_JICAR04916_BD001021422","Erotylidae","JICAR04916_BD001021422","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Auletobius_anceps","Auletobius","anceps","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Onychylis_longulus","Onychylis","longulus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eucryptorrhynchus_chinensis","Eucryptorrhynchus","chinensis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Xyleborus_sparsipilosus","Xyleborus","sparsipilosus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sitona_regensteinensis","Sitona","regensteinensis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Austroplatypus_incompertus","Austroplatypus","incompertus","Coleoptera","","primitively eusocial","diploid","DD","DD","eusocial","solitary","solitary"
"Tesserocranulus_nevermanni","Tesserocranulus","nevermanni","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bothrometopus_parvulus","Bothrometopus","parvulus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Haplonyx_sp_DDM_2009_FJ867844","Haplonyx","sp_DDM_2009_FJ867844","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Himasthlophallus_flagellifer","Himasthlophallus","flagellifer","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhynchophorus_bilineatus","Rhynchophorus","bilineatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Allomalia_quadrivirgata","Allomalia","quadrivirgata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Apoderus_jekelii","Apoderus","jekelii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Clytra_quadripunctata","Clytra","quadripunctata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Exema_BBCCA238512_BD00439320","Exema","BBCCA238512_BD00439320","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pachybrachis_BBCCA229612_BD00878602","Pachybrachis","BBCCA229612_BD00878602","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Colaspidea_globosa","Colaspidea","globosa","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Laccoptera_quatuordecimnotata","Laccoptera","quatuordecimnotata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Oryzaephilus_mercator","Oryzaephilus","mercator","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sphindus_OPPUO195517_BD001205224","Sphindus","OPPUO195517_BD001205224","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Urodontus_mesemoides","Urodontus","mesemoides","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anthicus_flavipes","Anthicus","flavipes","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Epicauta_pensylvanica","Epicauta","pensylvanica","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mycterus_curculioides","Mycterus","curculioides","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Boros_schneideri","Boros","schneideri","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nacerdes_gracilis","Nacerdes","gracilis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Penthe_pimelia","Penthe","pimelia","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anaspis_thoracica","Anaspis","thoracica","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stenomorpha_hirsuta","Stenomorpha","hirsuta","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pimeliinae_NBINS21314_BD00312483","Pimeliinae","NBINS21314_BD00312483","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psammetichus_crassicornis","Psammetichus","crassicornis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Idisia_ornata","Idisia","ornata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Promethis_valgipes","Promethis","valgipes","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tribolium_brevicornis","Tribolium","brevicornis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lagriinae_GBMIN5293917_KU233858","Lagriinae","GBMIN5293917_KU233858","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Scaphidema_CNNHD260714_KR485862","Scaphidema","CNNHD260714_KR485862","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cis_bidentatus","Cis","bidentatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mordella_BBCCA352012_BD001095911","Mordella","BBCCA352012_BD001095911","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mordellochroa_scapularis","Mordellochroa","scapularis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hesperobaenus_capito","Hesperobaenus","capito","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neonephrites_COL422_KF597513","Neonephrites","COL422_KF597513","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pelecotoma_flavipes","Pelecotoma","flavipes","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
