"label","genus","species","order","family","sociality","haplodiploidy","HD.arrhenotoky","HD.all","Eusocial","Eusocial.strict","Eus.strict.koos.gawne"
"Meteorus_sp_Zitani01DHJ07_HQ926883","Meteorus","sp_Zitani01DHJ07_HQ926883","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Syntretellus_ASQBR87009_JF963866","Syntretellus","ASQBR87009_JF963866","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Meteorinae_sp_BOLD_AAH1459_JF963602","Meteorinae","sp_BOLD_AAH1459_JF963602","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ichneutes_sp_BOLD_2016_KR802143","Ichneutes","sp_BOLD_2016_KR802143","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Paroligoneurus_sp_QL_2014_KJ412472","Paroligoneurus","sp_QL_2014_KJ412472","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Helconinae_SSBRC43714_KR891416","Helconinae","SSBRC43714_KR891416","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ussurohelcon_sp_3_BOLD_AAQ3755_JF963934","Ussurohelcon","sp_3_BOLD_AAQ3755_JF963934","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Helconinae_CNWBG219513_KR784046","Helconinae","CNWBG219513_KR784046","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Helcon_CNKLC207214_KR800058","Helcon","CNKLC207214_KR800058","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Vadumasonium_sp_1_BOLD_AAQ3756_JF963935","Vadumasonium","sp_1_BOLD_AAQ3756_JF963935","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Helcon_tardator","Helcon","tardator","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Taphaeus_sp2_JF963883","Taphaeus","sp2_JF963883","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Macrocentrus_CNTGD142115_KR933882","Macrocentrus","CNTGD142115_KR933882","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Homolobus_SSGBB440914_KR895895","Homolobus","SSGBB440914_KR895895","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Alysiinae_GMHNE24515_BD00211057","Alysiinae","GMHNE24515_BD00211057","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Oenonogastra_sp_BOLD_2016_KR876643","Oenonogastra","sp_BOLD_2016_KR876643","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Alysiinae_SSKUA131015_MF938491","Alysiinae","SSKUA131015_MF938491","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Opiinae_GMOTE68515_MG446990","Opiinae","GMOTE68515_MG446990","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bracon_OPPEE210817_BD00123860","Bracon","OPPEE210817_BD00123860","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bracon_CNJAE32812_KR793330","Bracon","CNJAE32812_KR793330","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bracon_sp_BOLD_AAI4323_JF962999","Bracon","sp_BOLD_AAI4323_JF962999","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Conobregma_sp_BOLD_AAI5874_JF963138","Conobregma","sp_BOLD_AAI5874_JF963138","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Heterospilus_JIAAQ03016_BD00197388","Heterospilus","JIAAQ03016_BD00197388","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Spathius_sp_BIOUG15341_G02_KY845829","Spathius","sp_BIOUG15341_G02_KY845829","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Doryctinae_GMATW07716_BD00649375","Doryctinae","GMATW07716_BD00649375","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Rhaconotus_BBHYA231712_BD00534824","Rhaconotus","BBHYA231712_BD00534824","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Shawiana_GMHKE15515_BD00823883","Shawiana","GMHKE15515_BD00823883","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Praon_SSKUB62715_MF933491","Praon","SSKUB62715_MF933491","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ephedrus_ASWAT54908_JX831965","Ephedrus","ASWAT54908_JX831965","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Aphidius_gen1GXQ2010_FJ965616","Aphidius","gen1GXQ2010_FJ965616","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ichneumoninae_HYAT05411_BD00915657","Ichneumoninae","HYAT05411_BD00915657","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ichneumoninae_HYSAF09512_BD00757958","Ichneumoninae","HYSAF09512_BD00757958","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Eupalamus_oscillator","Eupalamus","oscillator","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ichneumoninae_BBHYH17910_HQ930190","Ichneumoninae","BBHYH17910_HQ930190","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ichneumoninae_sp_BOLD_ACL4282_KR414671","Ichneumoninae","sp_BOLD_ACL4282_KR414671","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Diadegma_rapi","Diadegma","rapi","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Diadegma_NGNAT02414_MG347701","Diadegma","NGNAT02414_MG347701","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Diadegma_UCICH18014_BD00202543","Diadegma","UCICH18014_BD00202543","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Venturia_canescens","Venturia","canescens","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Cephus_cinctus","Cephus","cinctus","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Janus_cynosbati","Janus","cynosbati","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Janus_bimaculatus","Janus","bimaculatus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bemisia_breyniae","Bemisia","breyniae","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trialeurodes_vaporariorum","Trialeurodes","vaporariorum","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trialeurodes_variabilis","Trialeurodes","variabilis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aleurocanthus_inceratus","Aleurocanthus","inceratus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aleurocanthus_bangalorensis","Aleurocanthus","bangalorensis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tetraleurodes_acaciae","Tetraleurodes","acaciae","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aleurochiton_aceris","Aleurochiton","aceris","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neomaskellia_andropogonis","Neomaskellia","andropogonis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Metaleurodicus_cardini","Metaleurodicus","cardini","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Palaealeurodicus_machili","Palaealeurodicus","machili","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Caliroa_annulipes","Caliroa","annulipes","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Hemichroa_militaris","Hemichroa","militaris","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Hoplocampa_ariae","Hoplocampa","ariae","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mesoneura_rufonota","Mesoneura","rufonota","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Corynis_mutabilis","Corynis","mutabilis","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Empoasca_SSBAD144112_KR569990","Empoasca","SSBAD144112_KR569990","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Forcipata_MHHOM07607_BD001194839","Forcipata","MHHOM07607_BD001194839","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eratoneura_SMTPL768815_MG406377","Eratoneura","SMTPL768815_MG406377","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Typhlocyba_hockingensis","Typhlocyba","hockingensis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Typhlocybinae_GMMCN15115_BD00373380","Typhlocybinae","GMMCN15115_BD00373380","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dikrella_GMCVL14716_MG400399","Dikrella","GMCVL14716_MG400399","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Typhlocybinae_JIABD01416_BD00558329","Typhlocybinae","JIABD01416_BD00558329","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Homalodisca_liturata","Homalodisca","liturata","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Idiocerus_utahnus","Idiocerus","utahnus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Idiocerus_suturalis","Idiocerus","suturalis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Darthula_hardwickii","Darthula","hardwickii","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Durgades_nigropicta","Durgades","nigropicta","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bothrogonia_tibetana","Bothrogonia","tibetana","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Thagria_digitata","Thagria","digitata","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Scaphoideus_sp_GMB_2012_JX433209","Scaphoideus","sp_GMB_2012_JX433209","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Kolla_brevis","Kolla","brevis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nephotettix_cincticeps","Nephotettix","cincticeps","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Orosius_orientalis","Orosius","orientalis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Japananus_hyalinus","Japananus","hyalinus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Maiestas_knighti","Maiestas","knighti","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrosteles_SSBAF610713_KR566763","Macrosteles","SSBAF610713_KR566763","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrosteles_snowi","Macrosteles","snowi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrosteles_binotatus","Macrosteles","binotatus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrosteles_flavalis","Macrosteles","flavalis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Yoyetta_485nrtristrigata_BD00775439","Yoyetta","485nrtristrigata_BD00775439","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tettigades_auropilosa","Tettigades","auropilosa","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Notozulia_entreriana","Notozulia","entreriana","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Issus_coleoptratus","Issus","coleoptratus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ricania_speculum","Ricania","speculum","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hypaepa_iluminata","Hypaepa","iluminata","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Falcophantis_westcotti","Falcophantis","westcotti","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Laodelphax_striatella","Laodelphax","striatella","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hemiodoecus_leai","Hemiodoecus","leai","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hackeriella_veitchi","Hackeriella","veitchi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Xenophyes_cascus","Xenophyes","cascus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Peloridium_hammoniorum","Peloridium","hammoniorum","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Heraeus_plebejus","Heraeus","plebejus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phaenacantha_marcida","Phaenacantha","marcida","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Homoeocerus_prominulus","Homoeocerus","prominulus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pyrrhocoridae_HMAS140912_BD00351","Pyrrhocoridae","HMAS140912_BD00351","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Graphosoma_lineatum","Graphosoma","lineatum","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Urostylis_annulicornis","Urostylis","annulicornis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trigonotylus_caelestialium","Trigonotylus","caelestialium","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrolophus_tenuicornis","Macrolophus","tenuicornis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nesidiocoris_volucer","Nesidiocoris","volucer","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Monaloniina_sp_S102_EU683239","Monaloniina","sp_S102_EU683239","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dicyphus_globulifer","Dicyphus","globulifer","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Monalocoris_americanus","Monalocoris","americanus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bilia_japonica","Bilia","japonica","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cardiastethus_exiguus","Cardiastethus","exiguus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Megochterus_occidentalis","Megochterus","occidentalis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Helotrephes_sp_NKMT027_FJ456951","Helotrephes","sp_NKMT027_FJ456951","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Triatoma_costalimai","Triatoma","costalimai","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Peirates_atromaculatus","Peirates","atromaculatus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Agriosphodrus_dohrni","Agriosphodrus","dohrni","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phymata_crassipes","Phymata","crassipes","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nabis_vanduzeei","Nabis","vanduzeei","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pagasa_fusca","Pagasa","fusca","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Gerris_thoracicus","Gerris","thoracicus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhagadotarsus_anomalus","Rhagadotarsus","anomalus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydrometra_greeni","Hydrometra","greeni","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratocombidae_GMHML02216_BD00221440","Ceratocombidae","GMHML02216_BD00221440","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratocombidae_GMHMQ13815_BD00285527","Ceratocombidae","GMHMQ13815_BD00285527","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceratocombidae_HMAS114011_BD00505251","Ceratocombidae","HMAS114011_BD00505251","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chinannus_duopaxillatus","Chinannus","duopaxillatus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pateena_elimata","Pateena","elimata","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hypselosoma_hickmani","Hypselosoma","hickmani","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aradus_aequalis","Aradus","aequalis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aradus_dembickyi","Aradus","dembickyi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neuroctenus_CII06415_MG895773","Neuroctenus","CII06415_MG895773","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Libiocoris_heissi","Libiocoris","heissi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aneurus_inconstans","Aneurus","inconstans","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aneurus_macrotylus","Aneurus","macrotylus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aradacanthia_heissi","Aradacanthia","heissi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aphrania_elongata","Aphrania","elongata","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Corythucha_cydoniae","Corythucha","cydoniae","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cinara_CHR280_KP339793","Cinara","CHR280_KP339793","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eriosoma_RRMPG104515_MG167061","Eriosoma","RRMPG104515_MG167061","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tetraneura_radicicola","Tetraneura","radicicola","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tetraneura_akinire","Tetraneura","akinire","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Colopha_kansugei","Colopha","kansugei","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Grylloprociphilus_imbricator","Grylloprociphilus","imbricator","Hemiptera","Aphididae","eusocial","diploid","DD","DD","eusocial","solitary","solitary"
"Cervaphis_rappardi","Cervaphis","rappardi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aphis_ichigo","Aphis","ichigo","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Periphyllus_aceris","Periphyllus","aceris","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mindarus_japonicus","Mindarus","japonicus","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mindarus_kinseyi","Mindarus","kinseyi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nurudea_ibofushi","Nurudea","ibofushi","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tuberaphis_coreana","Tuberaphis","coreana","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anoecia_SMTPI51814_KR575669","Anoecia","SMTPI51814_KR575669","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pineus_Ergf2008_FJ502632","Pineus","Ergf2008_FJ502632","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psylla_galeaformis","Psylla","galeaformis","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllidae_BBHCM15710_KR569626","Psyllidae","BBHCM15710_KR569626","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllidae_GMMCK07114_BD00149930","Psyllidae","GMMCK07114_BD00149930","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllidae_SMTPM274215_MG400641","Psyllidae","SMTPM274215_MG400641","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllidae_SMTPI580414_KR584414","Psyllidae","SMTPI580414_KR584414","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllopsis_fraxini","Psyllopsis","fraxini","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bactericera_albiventris","Bactericera","albiventris","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bactericera_cockerelli","Bactericera","cockerelli","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paratrioza_sinica","Paratrioza","sinica","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pachypsylla_SMTPB1027813_KR579277","Pachypsylla","SMTPB1027813_KR579277","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhinocola_aceris","Rhinocola","aceris","Hemiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Oligotoma_nigra","Oligotoma","nigra","Embioptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aposthonia_KBMEB158_JQ907084","Aposthonia","KBMEB158_JQ907084","Embioptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Zorotypidae_GMHMQ35215_BD00341729","Zorotypidae","GMHMQ35215_BD00341729","Zoraptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Zorotypus_medoensis","Zorotypus","medoensis","Zoraptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phlaeothripidae_GMHNG30015_BD00985460","Phlaeothripidae","GMHNG30015_BD00985460","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Phlaeothripidae_JIAAT11416_BD00365944","Phlaeothripidae","JIAAT11416_BD00365944","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Phlaeothripinae_CNTNI169214_KR379289","Phlaeothripinae","CNTNI169214_KR379289","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Phlaeothripidae_GMBZB68316_BD001137172","Phlaeothripidae","GMBZB68316_BD001137172","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Phlaeothripidae_GMRMK17614_BD0020261","Phlaeothripidae","GMRMK17614_BD0020261","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Pseudophilothrips_BARSH00515_BD00619041","Pseudophilothrips","BARSH00515_BD00619041","Thysanoptera","Phlaeothripidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
